EMPRESA,LINHA,NOME,ROTA
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,63,FELIPE CAMARÃO/CAMPUS/MIRASSOL,AV. SENADOR SALGADO FILHO
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,63,FELIPE CAMARÃO/CAMPUS/MIRASSOL,AV. ANTONIO BASILIO
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,63,FELIPE CAMARÃO/CAMPUS/MIRASSOL,AV. XAVIER DA SILVEIRA
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,63,FELIPE CAMARÃO/CAMPUS/MIRASSOL,AV. BERNARDO VIEIRA
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,63,FELIPE CAMARÃO/CAMPUS/MIRASSOL,RUA DOS PAJEUS
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,63,FELIPE CAMARÃO/CAMPUS/MIRASSOL,RUA BARAUNA
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,63,FELIPE CAMARÃO/CAMPUS/MIRASSOL,RUA DOS CAICOS
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,63,FELIPE CAMARÃO/CAMPUS/MIRASSOL,AV. ANTONIO BASILIO
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,63,FELIPE CAMARÃO/CAMPUS/MIRASSOL,AV. CORONEL ESTEVAM
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,63,FELIPE CAMARÃO/CAMPUS/MIRASSOL,AV. CAPITAO-MOR GOUVEIA
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,63,FELIPE CAMARÃO/CAMPUS/MIRASSOL,AV. RIO GRANDE DO SUL
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,63,FELIPE CAMARÃO/CAMPUS/MIRASSOL,AV CEARA
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,63,FELIPE CAMARÃO/CAMPUS/MIRASSOL,AV. RIO GRANDE DO NORTE
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,63,FELIPE CAMARÃO/CAMPUS/MIRASSOL,RUA SOLANGE NUNES DO NASCIMENTO
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,63,FELIPE CAMARÃO/CAMPUS/MIRASSOL,RUA MONTE CALMO
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,63,FELIPE CAMARÃO/CAMPUS/MIRASSOL,RUA SANTA CRISTINA
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,63,FELIPE CAMARÃO/CAMPUS/MIRASSOL,RUA DOS BARREIROS
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,63,FELIPE CAMARÃO/CAMPUS/MIRASSOL,AV NOSSA SENHORA DO LIVRAMENTO
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,63,FELIPE CAMARÃO/CAMPUS/MIRASSOL,RUA MARISTELA ALVES
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,63,FELIPE CAMARÃO/CAMPUS/MIRASSOL,RUA ANTONIO TRIGUEIRO
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,63,FELIPE CAMARÃO/CAMPUS/MIRASSOL,RUA PROFESSOR COUTINHO
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,63,FELIPE CAMARÃO/CAMPUS/MIRASSOL,RUA IDOMAR
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,63,FELIPE CAMARÃO/CAMPUS/MIRASSOL,RUA ITAMAR MACIEL
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,63,FELIPE CAMARÃO/CAMPUS/MIRASSOL,RUA MIRASSOL
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,63,FELIPE CAMARÃO/CAMPUS/MIRASSOL,RUA MARISTELA ALVES (Terminal)
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,RUA SANTOS DUMONT
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,RUA CANDELARIA (Terminal)
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,RUA DAS ROCAS
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,RUA RIO BAHIA
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,RUA PRAIA DO MEIO
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,RUA NOVO GUARAPES
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,AV PRESIDENTE RANIERI MAZZILI
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,RUA MIRAMANGUE
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,RUA ITAMAR MACIEL
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,RUA MIRASSOL
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,RUA MARISTELA ALVES
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,RUA DA TAMARINEIRA
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,AV PRESIDENTE RANIERI MAZZILI
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,AV. CAPITAO-MOR GOUVEIA
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,AV. PRUDENTE DE MORAIS
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,AV. LIMA E SILVA
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,MARGINAL DA BR 101
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,AV. SENADOR SALGADO FILHO
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,AV. ENG. ROBERTO FREIRE
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,AV. SENADOR SALGADO FILHO
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,AV. LIMA E SILVA
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,AV. ROMUALDO GALVAO
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,RUA PADRE JOÃO DAMASCENO
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,RUA MORAIS NAVARRO
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,AV MIGUEL CASTRO
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,AV. JAGUARARI
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,AV. PRUDENTE DE MORAIS
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,AV. JERÔNIMO CÂMARA
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,RUA DOS CAICOS
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,AV. CAPITAO-MOR GOUVEIA
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,AV PRESIDENTE RANIERI MAZZILI
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,RUA DA TAMARINEIRA
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,RUA MARISTELA ALVES
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,RUA RAINHA DO MAR
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,AV PRESIDENTE RANIERI MAZZILI
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,RUA NOVO GUARAPES
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,RUA DA LAGOA NOVA
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,599,GUARAPES/MIRASSOL/VIA AV. CAP. MOR GOUVEIA,RUA CANDELARIA
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA MARISTELA ALVES (Terminal)
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA IDOMAR
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA PROFESSOR COUTINHO
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA PROFESSOR ANTONIO TRIGUEIRO
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,PROFESSOR JOSINO GALVAO
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA RAINHA DO MAR
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA ITAMAR MACIEL
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA MIRAMANGUE
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,AV. PRESIDENTE RANIERI MAZZILI ( BR - 226 )
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,AV. CAPITAO-MOR GOUVEIA
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,AV. BOM PASTOR
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA SANTA TEREZA
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA MANOEL MIRANDA
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA DA CONCORDIA
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA DOS PAIATIS
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,AV. PRESIDENTE LEÃO VELOSO
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,AV. CORONEL ESTEVAM
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA CORONEL JOSE BERNARDO
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,PRACA ALMIRANTE TAMANDARE
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,PRACA CARLOS GOMES
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,AV DEODORO DA FONSECA
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA MOSSORO
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,AV. PRUDENTE DE MORAIS
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,AV. NILO PECANHA
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA GENERAL CORDEIRO DE FARIAS
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,AV. TAVARES DE LIRA
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,PRACA AUGUSTO SEVERO  (LARGO DA RIBEIRA)
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,AV. CÂMARA CASCUDO
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA PADRE JOÃO MANOEL
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,PRACA JOÃO TIBURCIO
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA PADRE PINTO
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA MERMOZ
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA CORONEL JOSE BERNARDO
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA FONSECA E SILVA
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA AMARO BARRETO
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA MANOEL MIRANDA
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,AV. PRESIDENTE LEÃO VELOSO
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA DOS PAIATIS
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA DA CONCORDIA
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA MANOEL MIRANDA
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA  DOUTOR OSORIO TENORIO
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,AV. BOM PASTOR
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,AV. CAPITAO-MOR GOUVEIA
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,AV. PRESIDENTE RANIERI MAZZILI ( BR - 226 )
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA TAMARINEIRA
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA MARISTELA ALVES
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA PROFESSOR ANTONIO TRIGUEIRO
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,PROFESSOR ANTONIO COUTINHO
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA IDOMAR
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA MAR E CEU
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA RAINHA DO MAR
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA MIRAÍ
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA MIRAMANGUE
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA ITAMAR MACIEL
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA MIRASSOL
EMP TRANSP. NOSSA SENHORA DA CONCEICÃO,71,FELIPE CAMARAO PETROPOLIS,RUA MARISTELA ALVES (Terminal)
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,AV. MARANGUAPE (Terminal)
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,AV SANTAREM
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,RUA JOSE TORRES
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,RUA PROFESSORA MARIA DO CARMO
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,RUA NOEL COSTA
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,AV SANTAREM
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,RUA ANTONIO VIANA
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,AV. DAS FRONTEIRAS
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,RUA SANTA LUZIA
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,AV. PRESIDENTE MEDICE
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,AV BACHAREL TOMAZ LANDIM
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,AV. FELIZARDO FIRMINO MOURA
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,RUA JANDIRA
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,RUA DR. MaRIO NEGOCIO
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,AV. PRESIDENTE LEAO VELOSO
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,AV. CORONEL ESTEVAM
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,RUA CORONEL JOSE BERNARDO
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,AV. RIO BRANCO
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,RUA ULISSES CALDAS
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,RUA MOSSORO
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,AV. PRUDENTE DE MORAIS
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,AV. NILO PECANHA
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,RUA GENERAL CORDEIRO DE FARIAS
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,AV. TAVARES DE LIRA
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,AV. DUQUE DE CAXIAS
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,JUNQUEIRAS AIRES
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,AV. CÂMARA CASCUDO
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,RUA PADRE MANOEL DA NOBREGA
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,PRACA ANDRE DE ALBUQUERQUE
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,PRACA JOAO TIBURCIO
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,RUA PADRE PINTO
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,RUA MERMOZ
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,PRACA CARLOS GOMES
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,RUA CORONEL JOSE BERNARDO
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,RUA FONSECA E SILVA
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,RUA AMARO BARRETO
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,PRACA GENTIL FERREIRA
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,RUA DR. MaRIO NEGOCIO
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,AV. FELIZARDO FIRMINO MOURA
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,AV BACHAREL TOMAZ LANDIM
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,RUA  PASTOR JOAQUIM BATISTA DE MACEDO
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,RUA SANTA LUZIA
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,AV. DAS FRONTEIRAS
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,RUA ANTONIO VIANA
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,AV SANTAREM
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,RUA NOEL COSTA
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,RUA PROFESSORA MARIA DO CARMO
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,RUA JOSE TORRES
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,AV SANTAREM
EMPRESA DE TRANSPORTE GUANABARA LTDA,5,VALE DOURADO / RIBEIRA VIA RIO BRANCO,AV MARANGUAPE (Terminal)
EMPRESA DE TRANSPORTE GUANABARA LTDA,593,CIRCULAR RESIDENCIAL REDINHA ,RUA CRISTAIS DE GELO (Terminal)
EMPRESA DE TRANSPORTE GUANABARA LTDA,593,CIRCULAR RESIDENCIAL REDINHA ,AV. DR. JOAO MEDEIROS FILHO
EMPRESA DE TRANSPORTE GUANABARA LTDA,593,CIRCULAR RESIDENCIAL REDINHA ,AV. MOEMA TINOCO DA CUNHA LIMA
EMPRESA DE TRANSPORTE GUANABARA LTDA,593,CIRCULAR RESIDENCIAL REDINHA ,RUA JORGE TAVARES DA SILVA
EMPRESA DE TRANSPORTE GUANABARA LTDA,593,CIRCULAR RESIDENCIAL REDINHA ,RUA WILLIAN MARINHO LEIROS
EMPRESA DE TRANSPORTE GUANABARA LTDA,593,CIRCULAR RESIDENCIAL REDINHA ,AV. DR. JOAO MEDEIROS FILHO
EMPRESA DE TRANSPORTE GUANABARA LTDA,593,CIRCULAR RESIDENCIAL REDINHA ,AV ACARAU
EMPRESA DE TRANSPORTE GUANABARA LTDA,593,CIRCULAR RESIDENCIAL REDINHA ,AV. DAS FRONTEIRAS
EMPRESA DE TRANSPORTE GUANABARA LTDA,593,CIRCULAR RESIDENCIAL REDINHA ,AV. MARANGUAPE
EMPRESA DE TRANSPORTE GUANABARA LTDA,593,CIRCULAR RESIDENCIAL REDINHA ,RUA PARANDUVA
EMPRESA DE TRANSPORTE GUANABARA LTDA,593,CIRCULAR RESIDENCIAL REDINHA ,RUA GUADALUPE
EMPRESA DE TRANSPORTE GUANABARA LTDA,593,CIRCULAR RESIDENCIAL REDINHA ,AV. DR. JOAO MEDEIROS FILHO
EMPRESA DE TRANSPORTE GUANABARA LTDA,593,CIRCULAR RESIDENCIAL REDINHA ,RUA MAMOEIRO
EMPRESA DE TRANSPORTE GUANABARA LTDA,593,CIRCULAR RESIDENCIAL REDINHA ,RUA DA URTIGUEIRA
EMPRESA DE TRANSPORTE GUANABARA LTDA,593,CIRCULAR RESIDENCIAL REDINHA ,RUA JOSE AUGUSTO MEDEIROS
EMPRESA DE TRANSPORTE GUANABARA LTDA,593,CIRCULAR RESIDENCIAL REDINHA ,AV. DR. JOAO MEDEIROS FILHO
EMPRESA DE TRANSPORTE GUANABARA LTDA,593,CIRCULAR RESIDENCIAL REDINHA ,AV. ANTONIO MELO DE SOUZA
EMPRESA DE TRANSPORTE GUANABARA LTDA,593,CIRCULAR RESIDENCIAL REDINHA ,RUA PRIMULAS
EMPRESA DE TRANSPORTE GUANABARA LTDA,593,CIRCULAR RESIDENCIAL REDINHA ,RUA CONST. SEVERINO B. GALVAO
EMPRESA DE TRANSPORTE GUANABARA LTDA,593,CIRCULAR RESIDENCIAL REDINHA ,RUA CRISTAIS DE GELO (Terminal)
