EMPRESA,LINHA,NOME,ROTA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,RUA DOS CABOCLINHOS
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,AV. DA CHEGANCA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,AV. DA CIRANDA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,RUA BELA VISTA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,AV. CIDADE PRAIA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,RUA SERRA NEGRA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,RUA JEQUIRICA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,AV. SENHOR DO BONFIM
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,RUA PARANDUVA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,RUA ILHEUS
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,RUA GUADALUPE
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,AV. DR. JOAO MEDEIROS FILHO
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,AV BACHAREL TOMAZ LANDIM
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,AV. FELIZARDO FIRMINO MOURA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,RUA JANDIRA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,RUA DR. MaRIO NEGOCIO
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,AV. BERNARDO VIEIRA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,AV. SENADOR SALGADO FILHO
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,BR 101
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,MARGINAL DA BR 101
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,VIADUTO DE PONTA NEGRA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,AV. ENG. ROBERTO FREIRE
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,ITINERaRIO VIA CIDADE PRAIA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,RUA APOSTOLO SIMAO
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,RUA MONTE CAPITOLIA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,RUA DOS CABOCLINHOS
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,RUA DA LAPINHA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,RUA DOS COROAS
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,RUA ARARUNA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,AV. CIDADE PRAIA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,BR 101
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,MARGINAL DA BR 101
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,ANEL VIARIO DO CAMPUS
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,AV. DJALMA MARANHAO
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,RUA DA SAUDADE
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,AV. XAVIER DA SILVEIRA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,AV. BERNARDO VIEIRA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,RUA JANDIRA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,AV. FELIZARDO FIRMINO MOURA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,AV BACHAREL TOMAZ LANDIM
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,AV. DR. JOAO MEDEIROS FILHO
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,RUA GUADALUPE
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,RUA ILHEUS
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,RUA PARANDUVA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,AV. SENHOR DO BONFIM
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,RUA JEQUIRICA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,RUA SERRA NEGRA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,AV. CIDADE PRAIA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,RUA BELA VISTA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,AV. DA CIRANDA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,AV. DA CHEGANCA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,AV. DOS CABOCLINHOS
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,RUA MONTE CAPITOLIA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,RUA APOSTOLO SIMAO
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,ITINERaRIO VIA CIDADE PRAIA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,RUA SERRA NEGRA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,AV. CIDADE PRAIA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,RUA LOS ANGELES
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,AV. CENTENaRIO DA ABOLICAO
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,RUA ARARUNA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,RUA DOS COROAS
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,RUA DA LAPINHA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,AV. DOS CABOCLINHOS
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,RUA MONTE CAPITOLIA
EMPRESA DE TRANSPORTE GUANABARA LTDA,1029,NOVA NATAL/N.DESCOBERTA/VIA CAMPUS,RUA APOSTOLO SIMAO (Terminal)
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,TERMINAL DE INTEGRACAO (Terminal)
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,RUA JEQUIRICA
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,RUA PICO DO CABUGI
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,RUA PORTO DE ILHEUS
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,RUA PLANALTO MERIDIONAL
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,RUA PLANALTO CENTRAL
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,AV. ATOL DAS ROCAS
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,RUA LAGOA ARARUAMA
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,RUA ILHA DE SAO PAULO
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,RUA BAIA DE SAO JOSE
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,AV.  RIO DOCE
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,AV.  TOCANTINEA
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,AV. MOEMA TINOCO DA CUNHA LIMA
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,AV. DR. JOAO MEDEIROS FILHO
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,PONTE NEWTON NAVARRO
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,AV. PRESIDENTE CAFE FILHO
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,RUA CORONEL FLAMINIO
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,RUA SAO JOAO DE DEUS
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,AV ENGENHEIRO HILDEBRANDO DE GOIS
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,AV. DUQUE DE CAXIAS
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,AV. CÂMARA CASCUDO
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,RUA ULISSES CALDAS
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,RUA MOSSORO
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,AV. PRUDENTE DE MORAIS
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,AV. GENERAL. GUSTAVO CORDEIRO DE FARIAS
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,AV. DUQUE DE CAXIAS
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,AV. JANUARIO CICCO
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,RUA SAO JOAO DE DEUS
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,RUA CORONEL FLAMINIO
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,AV. PRESIDENTE CAFE FILHO
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,PONTE NEWTON NAVARRO
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,AV. DR. JOAO MEDEIROS FILHO
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,AV. MOEMA TINOCO DA CUNHA LIMA
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,AV.  TOCANTINEA
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,AV.  RIO DOCE
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,RUA BAIA DE SAO JOSE
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,RUA ILHA DE SAO PAULO
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,RUA LAGOA ARARUAMA
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,AV. ATOL DAS ROCAS
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,RUA PLANALTO CENTRAL
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,RUA PLANALTO MERIDIONAL
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,RUA PORTO DE ILHEUS
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,RUA PICO DO CABUGI
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,RUA JEQUIRICA
EMPRESA DE TRANSPORTE GUANABARA LTDA,84,SOLEDADE I/PET./MOEMA TINOCO/PONTE NEWTON NAVARRO ,ACESSO AO TERMINAL DE INTEGRACAO
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,RUA ALVORADA DO NORTE (Terminal)
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,AV. PEDRO ALVARES CABRAL
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,RUA JARDIM ESPERANCA
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,AV. DOS EXPEDICIONaRIOS
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,BR 406
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,AV BACHAREL TOMAZ LANDIM
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,AV. FELIZARDO FIRMINO MOURA
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,RUA JANDIRA
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,RUA DR. MaRIO NEGOCIO
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,AV. PRESIDENTE LEAO VELOSO
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,AV. CORONEL ESTEVAM
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,RUA CORONEL JOSE BERNARDO
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,PRACA ALMIRANTE TAMANDARE
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,PRACA CARLOS GOMES
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,AV. RIO BRANCO
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,RUA ULISSES CALDAS
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,RUA MOSSORO
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,AV. PRUDENTE DE MORAIS
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,AV. NILO PECANHA
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,RUA GENERAL CORDEIRO DE FARIAS
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,AV. TAVARES DE LIRA
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,AV. DUQUE DE CAXIAS
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,PRACA AUGUSTO SEVERO  (LARGO DA RIBEIRA)
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,AV. CÂMARA CASCUDO
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,RUA PADRE JOAO MANOEL
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,PRACA ANDRE DE ALBUQUERQUE
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,PRACA JOAO TIBURCIO
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,RUA PADRE PINTO
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,RUA MERMOZ
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,RUA CORONEL JOSE BERNARDO
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,RUA FONSECA E SILVA
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,RUA AMARO BARRETO
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,RUA DR. MaRIO NEGOCIO
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,AV. FELIZARDO FIRMINO MOURA
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,AV BACHAREL TOMAZ LANDIM
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,BR 406
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,AV. DOS EXPEDICIONaRIOS
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,RUA JARDIM ESPERANCA
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,AV. PEDRO ALVARES CABRAL
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,BR 406
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,VALE DO JAGUARIBI
EMPRESA DE TRANSPORTE GUANABARA LTDA,70,PARQUE DOS COQUEIROS RIBEIRA/PETROPOLIS,RUA ALVORADA DO NORTE (Terminal)
EMPRESA DE TRANSPORTE GUANABARA LTDA,6162,SOLEDADE I RIBEIRA VIA PETROPOLES,TERMINAL DE INTEGRACAO (Terminal)
EMPRESA DE TRANSPORTE GUANABARA LTDA,6162,SOLEDADE I RIBEIRA VIA PETROPOLES,RUA JEQUIRICA
EMPRESA DE TRANSPORTE GUANABARA LTDA,6162,SOLEDADE I RIBEIRA VIA PETROPOLES,AV. SENHOR DO BONFIM
EMPRESA DE TRANSPORTE GUANABARA LTDA,6162,SOLEDADE I RIBEIRA VIA PETROPOLES,RUA BLUMENAU
EMPRESA DE TRANSPORTE GUANABARA LTDA,6162,SOLEDADE I RIBEIRA VIA PETROPOLES,RUA CONCORDIA
EMPRESA DE TRANSPORTE GUANABARA LTDA,6162,SOLEDADE I RIBEIRA VIA PETROPOLES,RUA BRUSQUE
EMPRESA DE TRANSPORTE GUANABARA LTDA,6162,SOLEDADE I RIBEIRA VIA PETROPOLES,AV. FLORIANOPOLIS
EMPRESA DE TRANSPORTE GUANABARA LTDA,6162,SOLEDADE I RIBEIRA VIA PETROPOLES,RUA PARANDUVA
EMPRESA DE TRANSPORTE GUANABARA LTDA,6162,SOLEDADE I RIBEIRA VIA PETROPOLES,RUA ILHEUS
EMPRESA DE TRANSPORTE GUANABARA LTDA,6162,SOLEDADE I RIBEIRA VIA PETROPOLES,AV. MARANGUAPE
EMPRESA DE TRANSPORTE GUANABARA LTDA,6162,SOLEDADE I RIBEIRA VIA PETROPOLES,AV. DAS FRONTEIRAS
EMPRESA DE TRANSPORTE GUANABARA LTDA,6162,SOLEDADE I RIBEIRA VIA PETROPOLES,AV. PAULISTANA
EMPRESA DE TRANSPORTE GUANABARA LTDA,6162,SOLEDADE I RIBEIRA VIA PETROPOLES,AV. DR. JOAO MEDEIROS FILHO
EMPRESA DE TRANSPORTE GUANABARA LTDA,6162,SOLEDADE I RIBEIRA VIA PETROPOLES,AV BACHAREL TOMAZ LANDIM
EMPRESA DE TRANSPORTE GUANABARA LTDA,6162,SOLEDADE I RIBEIRA VIA PETROPOLES,AV. FELIZARDO FIRMINO MOURA
EMPRESA DE TRANSPORTE GUANABARA LTDA,6162,SOLEDADE I RIBEIRA VIA PETROPOLES,RUA JANDIRA
EMPRESA DE TRANSPORTE GUANABARA LTDA,6162,SOLEDADE I RIBEIRA VIA PETROPOLES,RUA DR. MaRIO NEGOCIO
EMPRESA DE TRANSPORTE GUANABARA LTDA,6162,SOLEDADE I RIBEIRA VIA PETROPOLES,AV. PRESIDENTE LEAO VELOSO
EMPRESA DE TRANSPORTE GUANABARA LTDA,6162,SOLEDADE I RIBEIRA VIA PETROPOLES,AV. CORONEL ESTEVAM
EMPRESA DE TRANSPORTE GUANABARA LTDA,6162,SOLEDADE I RIBEIRA VIA PETROPOLES,RUA CORONEL JOSE BERNARDO
EMPRESA DE TRANSPORTE GUANABARA LTDA,6162,SOLEDADE I RIBEIRA VIA PETROPOLES,AV. RIO BRANCO
EMPRESA DE TRANSPORTE GUANABARA LTDA,6162,SOLEDADE I RIBEIRA VIA PETROPOLES,RUA ULISSES CALDAS
EMPRESA DE TRANSPORTE GUANABARA LTDA,6162,SOLEDADE I RIBEIRA VIA PETROPOLES,RUA MOSSORO
EMPRESA DE TRANSPORTE GUANABARA LTDA,6162,SOLEDADE I RIBEIRA VIA PETROPOLES,AV. PRUDENTE DE MORAIS
EMPRESA DE TRANSPORTE GUANABARA LTDA,6162,SOLEDADE I RIBEIRA VIA PETROPOLES,AV. NILO PECANHA
EMPRESA DE TRANSPORTE GUANABARA LTDA,6162,SOLEDADE I RIBEIRA VIA PETROPOLES,RUA GENERAL CORDEIRO DE FARIAS
EMPRESA DE TRANSPORTE GUANABARA LTDA,6162,SOLEDADE I RIBEIRA VIA PETROPOLES,AV. TAVARES DE LIRA
