Empresa;Linha;Nome;Ida;Volta
VIA SUL;50;SERRAMBI / SANTA CATARINA;RUA DR. JULIO CESAR (Terminal);AV BACHAREL TOMAZ LANDIM
VIA SUL;50;SERRAMBI / SANTA CATARINA;RUA JOAQUIM EDUARDO DE FARIAS;AV. FELIZARDO FIRMINO MOURA
VIA SUL;50;SERRAMBI / SANTA CATARINA;RUA ESCRITOR EURICO FARIAS LACERDA;RUA JANDIRA
VIA SUL;50;SERRAMBI / SANTA CATARINA;RUA ESTÂNCIA VELHA;VIADUTO DA URBANA
VIA SUL;50;SERRAMBI / SANTA CATARINA;AV. AYRTON SENNA;AV. BERNARDO VIEIRA
VIA SUL;50;SERRAMBI / SANTA CATARINA;AV. ENGENHEIRO ROBERTO FREIRE;AV. SENADOR SALGADO FILHO (BR 101)
VIA SUL;50;SERRAMBI / SANTA CATARINA;BR 101;BR 101
VIA SUL;50;SERRAMBI / SANTA CATARINA;AV. SENADOR SALGADO FILHO (BR 101);VIADUTO DE PONTA NEGRA
VIA SUL;50;SERRAMBI / SANTA CATARINA;AV. ANTONIO BASILIO;AV. ENGENHEIRO ROBERTO FREIRE
VIA SUL;50;SERRAMBI / SANTA CATARINA;AV. RUI BARBOSA;AV. AYRTON SENNA
VIA SUL;50;SERRAMBI / SANTA CATARINA;AV. BERNARDO VIEIRA;RUA ESTÂNCIA VELHA
VIA SUL;50;SERRAMBI / SANTA CATARINA;AV. DOUTOR MARIO NEGOCIO;RUA DR. JULIO CESAR (Terminal)
VIA SUL;50;SERRAMBI / SANTA CATARINA;AV. FELIZARDO FIRMINO MOURA;NaN
VIA SUL;50;SERRAMBI / SANTA CATARINA;AV BACHAREL TOMAZ LANDIM;NaN
VIA SUL;50;SERRAMBI / SANTA CATARINA;AV DOUTOR JOAO MEDEIROS FILHO;NaN
VIA SUL;50;SERRAMBI / SANTA CATARINA;RUA GUADALUPE;NaN
VIA SUL;50;SERRAMBI / SANTA CATARINA;RUA ILHEUS;NaN
VIA SUL;50;SERRAMBI / SANTA CATARINA;AV. FLORIANOPOLIS;NaN
VIA SUL;50;SERRAMBI / SANTA CATARINA;AV. DAS FRONTEIRAS;NaN
VIA SUL;50;SERRAMBI / SANTA CATARINA;RUA PRESIDENTE MEDICI;NaN
VIA SUL;50;SERRAMBI / SANTA CATARINA;AV BACHAREL TOMAZ LANDIM;NaN
VIA SUL;588;CIRCULAR DO CAMPUS;RESTAURANTE UNIVERSITÁRIO (Terminal);AV. PASSEIOS DAS ROSAS
VIA SUL;588;CIRCULAR DO CAMPUS;AV. CAP. MOR-GOUVEIA (ANEL VIÁRIO CAMPUS);RUA DOS GERÂNIOS
VIA SUL;588;CIRCULAR DO CAMPUS;AV. PASSEIO DOS GIRASSOIS(ANEL VIÁRIO DO CAMPUS);MARGINAL DA BR 101
VIA SUL;588;CIRCULAR DO CAMPUS;ROTATORIA DO NEI;RUA CORONEL JOAO MEDEIROS
VIA SUL;588;CIRCULAR DO CAMPUS;AV. PASSEIO DOS GIRASSOIS(ANEL VIÁRIO DO CAMPUS);ROTATORIA DO NEI
VIA SUL;588;CIRCULAR DO CAMPUS;AV SANTOS DUMONT;REITORIA
VIA SUL;588;CIRCULAR DO CAMPUS;AV. PASSEIOS DAS ROSAS;RESTAURANTE UNIVERSITÁRIO (Terminal)
VIA SUL;51;ROCAS/ PIRANGI/ VIA PRACA;AV. JANUARIO CICCO (Terminal);RUA SAO JOAO DEL REY
VIA SUL;51;ROCAS/ PIRANGI/ VIA PRACA;AV. DUQUE DE CAXIAS;RUA PORTO DAS PEDRAS
VIA SUL;51;ROCAS/ PIRANGI/ VIA PRACA;AV. CÂMARA CASCUDO;RUA JUIZ DE FORA
VIA SUL;51;ROCAS/ PIRANGI/ VIA PRACA;RUA ULISSES CALDAS;RUA SAO MIGUEL DOS CARIBES
VIA SUL;51;ROCAS/ PIRANGI/ VIA PRACA;RUA MOSSORO;AV. DAS ALAGOAS
VIA SUL;51;ROCAS/ PIRANGI/ VIA PRACA;AV. PRUDENTE DE MORAIS;RUA ARAPIRACA
VIA SUL;51;ROCAS/ PIRANGI/ VIA PRACA;PRACA CIVICA;RUA DELMIRO GOUVEIA
VIA SUL;51;ROCAS/ PIRANGI/ VIA PRACA;AV. NILO PECANHA;AV. DOS PINHERAIS
VIA SUL;51;ROCAS/ PIRANGI/ VIA PRACA;RUA CORONEL JOAQUIM MANOEL;BR 101
VIA SUL;51;ROCAS/ PIRANGI/ VIA PRACA;AV. HERMES DA FONSÊCA;AV. SENADOR SALGADO FILHO
VIA SUL;51;ROCAS/ PIRANGI/ VIA PRACA;AV. SENADOR SALGADO FILHO;AV. HERMES DA FONSÊCA
VIA SUL;51;ROCAS/ PIRANGI/ VIA PRACA;BR 101;RUA CORONEL JOAQUIM MANOEL
VIA SUL;51;ROCAS/ PIRANGI/ VIA PRACA;TUNEL DA BR 101;AV. NILO PECANHA
VIA SUL;51;ROCAS/ PIRANGI/ VIA PRACA;AV. DAS ALAGOAS;PRACA CIVICA
VIA SUL;51;ROCAS/ PIRANGI/ VIA PRACA;RUA BARBACENA;RUA TRAIRI
VIA SUL;51;ROCAS/ PIRANGI/ VIA PRACA;RUA DA CONQUISTA;AV. DEODORO DA FONSECA
VIA SUL;51;ROCAS/ PIRANGI/ VIA PRACA;RUA CAPARAO;RUA APODI
VIA SUL;51;ROCAS/ PIRANGI/ VIA PRACA;AV. AYRTON SENNA;AV. RIO BRANCO
VIA SUL;51;ROCAS/ PIRANGI/ VIA PRACA;RUA FURNAS;RUA GENERAL GLICERIO
VIA SUL;51;ROCAS/ PIRANGI/ VIA PRACA;RUA SAO MIGUEL DOS CARIBES;AV. DUQUE DE CAXIAS
VIA SUL;51;ROCAS/ PIRANGI/ VIA PRACA;RUA SAO JOAO DEL REY;AV. JANUARIO CICCO (Terminal)
VIA SUL;52;ROCAS/PIRANGI/VIA ALECRIM VIA ALECRIM;AV. JANUARIO CICCO (Terminal);RUA SAO JOAO DEL REY
VIA SUL;52;ROCAS/PIRANGI/VIA ALECRIM VIA ALECRIM;AV. DUQUE DE CAXIAS;RUA SAO MIGUEL DOS CARIBES
VIA SUL;52;ROCAS/PIRANGI/VIA ALECRIM VIA ALECRIM;AV. CÂMARA CASCUDO;RUA INCONFIDENTES
VIA SUL;52;ROCAS/PIRANGI/VIA ALECRIM VIA ALECRIM;RUA PADRE JOAO MANOEL;AV. AIRTON SENNA
VIA SUL;52;ROCAS/PIRANGI/VIA ALECRIM VIA ALECRIM;PRACA ANDRE DE ALBUQUERQUE;RUA CAPARAO
VIA SUL;52;ROCAS/PIRANGI/VIA ALECRIM VIA ALECRIM;PRACA JOAO TIBURCIO;R BARCELONA
VIA SUL;52;ROCAS/PIRANGI/VIA ALECRIM VIA ALECRIM;RUA PADRE PINTO;AV. DAS ALAGOAS
VIA SUL;52;ROCAS/PIRANGI/VIA ALECRIM VIA ALECRIM;RUA MERMOZ;RUA ARAPIRACA
VIA SUL;52;ROCAS/PIRANGI/VIA ALECRIM VIA ALECRIM;RUA CORONEL JOSE BERNARDO;RUA DELMIRO GOUVEIA
VIA SUL;52;ROCAS/PIRANGI/VIA ALECRIM VIA ALECRIM;RUA FONSECA E SILVA;AV. AYRTON SENNA
VIA SUL;52;ROCAS/PIRANGI/VIA ALECRIM VIA ALECRIM;RUA AMARO BARRETO;RUA DR.ORLANDO DE AZEVEDO
VIA SUL;52;ROCAS/PIRANGI/VIA ALECRIM VIA ALECRIM;AV. PRESIDENTE BANDEIRA;MISSIONARIO GUNNAR VINGREN
VIA SUL;52;ROCAS/PIRANGI/VIA ALECRIM VIA ALECRIM;RUA SAO JOSE;AV. ENGENHEIRO ROBERTO FREIRE
VIA SUL;52;ROCAS/PIRANGI/VIA ALECRIM VIA ALECRIM;AV. BERNARDO VIEIRA;BR 101
VIA SUL;52;ROCAS/PIRANGI/VIA ALECRIM VIA ALECRIM;AV. SENADOR SALGADO FILHO (BR 101);AV. SENADOR SALGADO FILHO (BR 101)
VIA SUL;52;ROCAS/PIRANGI/VIA ALECRIM VIA ALECRIM;BR 101;AV. ANTONIO BASILIO
VIA SUL;52;ROCAS/PIRANGI/VIA ALECRIM VIA ALECRIM;VIADUTO DE PONTA NEGRA;AV. XAVIER DA SILVEIRA
VIA SUL;52;ROCAS/PIRANGI/VIA ALECRIM VIA ALECRIM;AV. ENGENHEIRO ROBERTO FREIRE;AV. BERNARDO VIEIRA
VIA SUL;52;ROCAS/PIRANGI/VIA ALECRIM VIA ALECRIM;AV. AYRTON SENNA;AV. PRESIDENTE BANDEIRA
VIA SUL;52;ROCAS/PIRANGI/VIA ALECRIM VIA ALECRIM;RUA DELMIRO GOUVEIA;AV. CORONEL ESTEVAM
VIA SUL;52;ROCAS/PIRANGI/VIA ALECRIM VIA ALECRIM;RUA ARAPIRACA;RUA CORONEL JOSE BERNARDO
VIA SUL;52;ROCAS/PIRANGI/VIA ALECRIM VIA ALECRIM;AV. DAS ALAGOAS;PRACA TAMANDARE
VIA SUL;52;ROCAS/PIRANGI/VIA ALECRIM VIA ALECRIM;RUA SAO MIGUEL DOS CARIBES;PRACA CARLOS GOMES
VIA SUL;52;ROCAS/PIRANGI/VIA ALECRIM VIA ALECRIM;RUA JUIZ DE FORA;AV. RIO BRANCO
VIA SUL;52;ROCAS/PIRANGI/VIA ALECRIM VIA ALECRIM;RUA PORTO DAS PEDRAS;RUA GENERAL GLICERIO
VIA SUL;52;ROCAS/PIRANGI/VIA ALECRIM VIA ALECRIM;RUA SAO JOAO DEL REY;AV. DUQUE DE CAXIAS
VIA SUL;52;ROCAS/PIRANGI/VIA ALECRIM VIA ALECRIM;NaN;AV. JANUARIO CICCO (Terminal)
VIA SUL;65;SERRAMBI/RIBEIRA/VIA PRACA/ALECRIM/QUINTAS;RUA DR. JULIO CESAR (Terminal);AV. DUQUE DE CAXIAS
VIA SUL;65;SERRAMBI/RIBEIRA/VIA PRACA/ALECRIM/QUINTAS;RUA JOAQUIM EDUARDO DE FARIAS;AV. CÂMARA CASCUDO
VIA SUL;65;SERRAMBI/RIBEIRA/VIA PRACA/ALECRIM/QUINTAS;RUA ESCRITOR EURICO FARIAS LACERDA;RUA PADRE JOAO MANOEL
VIA SUL;65;SERRAMBI/RIBEIRA/VIA PRACA/ALECRIM/QUINTAS;RUA ESTÂNCIA VELHA;PRACA ANDRE DE ALBUQUERQUE
VIA SUL;65;SERRAMBI/RIBEIRA/VIA PRACA/ALECRIM/QUINTAS;AV. AYRTON SENNA;PRACA JOAO TIBURCIO
VIA SUL;65;SERRAMBI/RIBEIRA/VIA PRACA/ALECRIM/QUINTAS;AV. DOS PINHERAIS;RUA PADRE PINTO
VIA SUL;65;SERRAMBI/RIBEIRA/VIA PRACA/ALECRIM/QUINTAS;BR 101;RUA MERMOZ
VIA SUL;65;SERRAMBI/RIBEIRA/VIA PRACA/ALECRIM/QUINTAS;AV. SENADOR SALGADO FILHO (BR 101);RUA CORONEL JOSE BERNARDO
VIA SUL;65;SERRAMBI/RIBEIRA/VIA PRACA/ALECRIM/QUINTAS;AV. HERMES DA FONSECA;RUA FONSECA E SILVA
VIA SUL;65;SERRAMBI/RIBEIRA/VIA PRACA/ALECRIM/QUINTAS;RUA CORONEL JOAQUIM MANOEL;RUA AMARO BARRETO
VIA SUL;65;SERRAMBI/RIBEIRA/VIA PRACA/ALECRIM/QUINTAS;AV. NILO PECANHA;PRACA GENTIL FERREIRA
VIA SUL;65;SERRAMBI/RIBEIRA/VIA PRACA/ALECRIM/QUINTAS;AV. PRUDENTE DE MORAIS;RUA DR. MÁRIO NEGOCIO
VIA SUL;65;SERRAMBI/RIBEIRA/VIA PRACA/ALECRIM/QUINTAS;RUA TRAIRI;AV. BERNARDO VIEIRA
VIA SUL;65;SERRAMBI/RIBEIRA/VIA PRACA/ALECRIM/QUINTAS;AV. DEODORO DA FONSECA;AV. SENADOR SALGADO FILHO (BR 101)
VIA SUL;65;SERRAMBI/RIBEIRA/VIA PRACA/ALECRIM/QUINTAS;RUA APODI;BR 101
VIA SUL;65;SERRAMBI/RIBEIRA/VIA PRACA/ALECRIM/QUINTAS;AV. RIO BRANCO;VIADUTO DE PONTA NEGRA
VIA SUL;65;SERRAMBI/RIBEIRA/VIA PRACA/ALECRIM/QUINTAS;RUA SACHET;AV. ENGENHEIRO ROBERTO FREIRE
VIA SUL;65;SERRAMBI/RIBEIRA/VIA PRACA/ALECRIM/QUINTAS;NaN;AV. AYRTON SENNA
VIA SUL;65;SERRAMBI/RIBEIRA/VIA PRACA/ALECRIM/QUINTAS;NaN;RUA ESTÂNCIA VELHA
VIA SUL;65;SERRAMBI/RIBEIRA/VIA PRACA/ALECRIM/QUINTAS;NaN;RUA DR. JULIO CESAR (Terminal)
SANTA MARIA;33A;PLANALTO/P. DO MEIO/AV. H. FONSÊCA/CANDELÁRIA;RUA. ENG.JOÃO HÉLIO (Terminal);AV. SENADOR DINARTE MARIZ
SANTA MARIA;33A;PLANALTO/P. DO MEIO/AV. H. FONSÊCA/CANDELÁRIA;RUA AGRESTINA;AV GOVERNADOR SILVIO PEDROZA
SANTA MARIA;33A;PLANALTO/P. DO MEIO/AV. H. FONSÊCA/CANDELÁRIA;R MONTE REI;AV. PRESIDENTE CAFÉ FILHO
SANTA MARIA;33A;PLANALTO/P. DO MEIO/AV. H. FONSÊCA/CANDELÁRIA;RUA SERRA DA JUREMA;PRAÇA DOS HEROIS
SANTA MARIA;33A;PLANALTO/P. DO MEIO/AV. H. FONSÊCA/CANDELÁRIA;RUA SERRA DOS CARAJÁS;RUA TULIO FERNaNDES
SANTA MARIA;33A;PLANALTO/P. DO MEIO/AV. H. FONSÊCA/CANDELÁRIA;RUA RIO GRAMAME;RUA RODRIGUES DIAS
SANTA MARIA;33A;PLANALTO/P. DO MEIO/AV. H. FONSÊCA/CANDELÁRIA;AV. DOS XAVANTES;RUA PEDRO AFONSO
SANTA MARIA;33A;PLANALTO/P. DO MEIO/AV. H. FONSÊCA/CANDELÁRIA;AV. PREFEITO OMAR O´ GRADY;RUA BELO HORIZONTE
SANTA MARIA;33A;PLANALTO/P. DO MEIO/AV. H. FONSÊCA/CANDELÁRIA;AV. PRUDENTE DE MORAIS;RUA FERREIRA ITAJUBÁ
SANTA MARIA;33A;PLANALTO/P. DO MEIO/AV. H. FONSÊCA/CANDELÁRIA;AV LIMA E SILVA;RUA SÃO JOÃO DE DEUS
SANTA MARIA;33A;PLANALTO/P. DO MEIO/AV. H. FONSÊCA/CANDELÁRIA;MARGINAL DA BR 101;AV. DUQUE DE CAXIAS
SANTA MARIA;33A;PLANALTO/P. DO MEIO/AV. H. FONSÊCA/CANDELÁRIA;TÚNEL UFRN;PRAÇA AUGUSTO SEVERO
SANTA MARIA;33A;PLANALTO/P. DO MEIO/AV. H. FONSÊCA/CANDELÁRIA;MARGINAL DA BR-101-(SAÍDA DE POTILÂNDIA);AV. CÂMARA CASCUDO
SANTA MARIA;33A;PLANALTO/P. DO MEIO/AV. H. FONSÊCA/CANDELÁRIA;BR 101;RUA PADRE JOÃO MANOEL
SANTA MARIA;33A;PLANALTO/P. DO MEIO/AV. H. FONSÊCA/CANDELÁRIA;AV. SENADOR SALGADO FILHO;RUA ULISSES CALDAS
SANTA MARIA;33A;PLANALTO/P. DO MEIO/AV. H. FONSÊCA/CANDELÁRIA;AV. HERMES DA FONSÊCA;RUA MOSSORÓ
SANTA MARIA;33A;PLANALTO/P. DO MEIO/AV. H. FONSÊCA/CANDELÁRIA;RUA TUIUTI;AV. PRUDENTE DE MORAIS
SANTA MARIA;33A;PLANALTO/P. DO MEIO/AV. H. FONSÊCA/CANDELÁRIA;RUA TEÓFILO BRANDÃO;AV. NILO PEÇANHA
SANTA MARIA;33A;PLANALTO/P. DO MEIO/AV. H. FONSÊCA/CANDELÁRIA;RUA GUANABARA;RUA CORONEL JOAQUIM MANOEL
SANTA MARIA;33A;PLANALTO/P. DO MEIO/AV. H. FONSÊCA/CANDELÁRIA;RUA NOVO MUNDO;AV. HERMES DA FONSÊCA
SANTA MARIA;33A;PLANALTO/P. DO MEIO/AV. H. FONSÊCA/CANDELÁRIA;RUA CAMARAGIBE;AV. SENADOR SALGADO FILHO
SANTA MARIA;33A;PLANALTO/P. DO MEIO/AV. H. FONSÊCA/CANDELÁRIA;RUA SÃO FERNaNDO;AV MIGUEL CASTRO
SANTA MARIA;33A;PLANALTO/P. DO MEIO/AV. H. FONSÊCA/CANDELÁRIA;RUA JOÃO XXIII;AV. PRUDENTE DE MORAIS
SANTA MARIA;33A;PLANALTO/P. DO MEIO/AV. H. FONSÊCA/CANDELÁRIA;AV. SENADOR DINARTE MARIZ;AV. DOS XAVANTES
SANTA MARIA;33A;PLANALTO/P. DO MEIO/AV. H. FONSÊCA/CANDELÁRIA;NaN;RUA RIO TATUAPÉ
SANTA MARIA;33A;PLANALTO/P. DO MEIO/AV. H. FONSÊCA/CANDELÁRIA;NaN;RUA RIO TAMANDUATEI
SANTA MARIA;33A;PLANALTO/P. DO MEIO/AV. H. FONSÊCA/CANDELÁRIA;NaN;RUA SERRA DA JUREMA
SANTA MARIA;33A;PLANALTO/P. DO MEIO/AV. H. FONSÊCA/CANDELÁRIA;NaN;R MONTE REI
SANTA MARIA;33A;PLANALTO/P. DO MEIO/AV. H. FONSÊCA/CANDELÁRIA;NaN;RUA AGRESTINA
SANTA MARIA;33A;PLANALTO/P. DO MEIO/AV. H. FONSÊCA/CANDELÁRIA;NaN;RUA. ENG.JOÃO HÉLIO (Terminal)
SANTA MARIA;36;CIDADE DA ESPERANÇA/ BRASILIA TEIMOSAS / VIA CEASA;AV. PERIMETRAL SUL (Terminal);AV. PTE. CAFÉ FILHO
SANTA MARIA;36;CIDADE DA ESPERANÇA/ BRASILIA TEIMOSAS / VIA CEASA;AV. RIO GRANDE DO NORTE;RUA 25 DE DEZEMBRO
SANTA MARIA;36;CIDADE DA ESPERANÇA/ BRASILIA TEIMOSAS / VIA CEASA;RUA PIAUI;RUA TULIO FERNaNDES
SANTA MARIA;36;CIDADE DA ESPERANÇA/ BRASILIA TEIMOSAS / VIA CEASA;RUA ADOLFO GORDO;RUA RODRIGUES DIAS
SANTA MARIA;36;CIDADE DA ESPERANÇA/ BRASILIA TEIMOSAS / VIA CEASA;RUA BELO MONTE;RUA PEDRO AFONSO
SANTA MARIA;36;CIDADE DA ESPERANÇA/ BRASILIA TEIMOSAS / VIA CEASA;AV INTERVENTOR MARIO CAMARA;RUA BELO HORIZONTE
SANTA MARIA;36;CIDADE DA ESPERANÇA/ BRASILIA TEIMOSAS / VIA CEASA;RUA DA FLORESTA;RUA FERREIRA ITAJUBÁ
SANTA MARIA;36;CIDADE DA ESPERANÇA/ BRASILIA TEIMOSAS / VIA CEASA;RUA DOS POTIGUARES;RUA SÃO JOÃO DE DEUS
SANTA MARIA;36;CIDADE DA ESPERANÇA/ BRASILIA TEIMOSAS / VIA CEASA;RUA MANOEL DE CASTRO;AV. JANUARIO CICCO
SANTA MARIA;36;CIDADE DA ESPERANÇA/ BRASILIA TEIMOSAS / VIA CEASA;AV. INTERVENTOR MÁRIO CAMARA;AV. DUQUE DE CAXIAS
SANTA MARIA;36;CIDADE DA ESPERANÇA/ BRASILIA TEIMOSAS / VIA CEASA;AV CAPITAO-MOR GOUVEIA;PRAÇA AUGUSTO SEVERO
SANTA MARIA;36;CIDADE DA ESPERANÇA/ BRASILIA TEIMOSAS / VIA CEASA;RUA DOS POTIGUARES;PRAÇA ANDRÉ DE ALBUQUERQUE
SANTA MARIA;36;CIDADE DA ESPERANÇA/ BRASILIA TEIMOSAS / VIA CEASA;AV AMINTAS BARROS;AV. CÂMARA CASCUDO
SANTA MARIA;36;CIDADE DA ESPERANÇA/ BRASILIA TEIMOSAS / VIA CEASA;RUA JAGUARARI;RUA PADRE JOÃO MANOEL
SANTA MARIA;36;CIDADE DA ESPERANÇA/ BRASILIA TEIMOSAS / VIA CEASA;AV. PRESIDENTE BANDEIRA;PRAÇA JOÃO TIBÚRCIO
SANTA MARIA;36;CIDADE DA ESPERANÇA/ BRASILIA TEIMOSAS / VIA CEASA;AV. CORONEL ESTEVAM;RUA PADRE PINTO
SANTA MARIA;36;CIDADE DA ESPERANÇA/ BRASILIA TEIMOSAS / VIA CEASA;RUA CEL. JOSE BERNARDO;RUA JEAN MERMOZ
SANTA MARIA;36;CIDADE DA ESPERANÇA/ BRASILIA TEIMOSAS / VIA CEASA;AV. RIO BRANCO;RUA CEL. JOSE BERNARDO
SANTA MARIA;36;CIDADE DA ESPERANÇA/ BRASILIA TEIMOSAS / VIA CEASA;RUA GENERAL GLICERIO;RUA FONSECA E SILVA
SANTA MARIA;36;CIDADE DA ESPERANÇA/ BRASILIA TEIMOSAS / VIA CEASA;RUA ALMINO AFONSO;RUA AMARO BARRETO
SANTA MARIA;36;CIDADE DA ESPERANÇA/ BRASILIA TEIMOSAS / VIA CEASA;RUA RODRIGUES DIAS;AV. PRESIDENTE BANDEIRA
SANTA MARIA;36;CIDADE DA ESPERANÇA/ BRASILIA TEIMOSAS / VIA CEASA;RUA TULIO FERNaNDES;RUA JAGUARARI
SANTA MARIA;36;CIDADE DA ESPERANÇA/ BRASILIA TEIMOSAS / VIA CEASA;AV. 25 DE DEZEMBRO;AV. JERÔNIMO CÂMARA
SANTA MARIA;36;CIDADE DA ESPERANÇA/ BRASILIA TEIMOSAS / VIA CEASA;AV. PTE. CAFÉ FILHO;RUA DOS CAICOS
SANTA MARIA;36;CIDADE DA ESPERANÇA/ BRASILIA TEIMOSAS / VIA CEASA;L´ AMORE;AV. LIMA E SILVA
SANTA MARIA;36;CIDADE DA ESPERANÇA/ BRASILIA TEIMOSAS / VIA CEASA;TV MIRAMAR;AV. INTERVENTOR MÁRIO CAMARA
SANTA MARIA;36;CIDADE DA ESPERANÇA/ BRASILIA TEIMOSAS / VIA CEASA;RUA MIRAMAR;RUA FRANCISCO VARELA
SANTA MARIA;36;CIDADE DA ESPERANÇA/ BRASILIA TEIMOSAS / VIA CEASA;TV JORDANES;RUA DOS POTIGUARES
SANTA MARIA;36;CIDADE DA ESPERANÇA/ BRASILIA TEIMOSAS / VIA CEASA;RUA DA ESPERANÇA;RUA MANOEL DE CASTRO
SANTA MARIA;36;CIDADE DA ESPERANÇA/ BRASILIA TEIMOSAS / VIA CEASA;NaN;RUA ADOLFO GORDO
SANTA MARIA;36;CIDADE DA ESPERANÇA/ BRASILIA TEIMOSAS / VIA CEASA;NaN;AV. PERIMETRAL SUL (Terminal)
SANTA MARIA;56;ROCAS / PONTA NEGRA VIA COSTEIRA;R JANUARIO CICCO (Terminal);RUA AFONSO MAGALHÃES
SANTA MARIA;56;ROCAS / PONTA NEGRA VIA COSTEIRA;AV. CÂMARA CASCUDO;RUA DA CAMPINA
SANTA MARIA;56;ROCAS / PONTA NEGRA VIA COSTEIRA;RUA PADRE JOÃO MANOEL;RUA NOSSA SENHORA DOS NAVEGANTES
SANTA MARIA;56;ROCAS / PONTA NEGRA VIA COSTEIRA;RUA ULISSES CALDAS;RUA  MANOEL CORINGA DE MELO - RETORNO
SANTA MARIA;56;ROCAS / PONTA NEGRA VIA COSTEIRA;RUA MOSSORÓ;RUA VEREADOR MANOEL SATIRO
SANTA MARIA;56;ROCAS / PONTA NEGRA VIA COSTEIRA;AV. PRUDENTE DE MORAIS;AV. ENGENHEIRO ROBERTO FREIRE
SANTA MARIA;56;ROCAS / PONTA NEGRA VIA COSTEIRA;AV. NILO PEÇANHA;ROTA SOL
SANTA MARIA;56;ROCAS / PONTA NEGRA VIA COSTEIRA;GETULIO VARGAS;AV. PRAIA DE BUZIOS
SANTA MARIA;56;ROCAS / PONTA NEGRA VIA COSTEIRA;LADEIRA DO SOL;RUA PRAIA DE COTOVELO
SANTA MARIA;56;ROCAS / PONTA NEGRA VIA COSTEIRA;RUA FABRICIO PEDROZA;RUA PRAIA DE JACUMA
SANTA MARIA;56;ROCAS / PONTA NEGRA VIA COSTEIRA;AV GOVERNADOR SILVIO PEDROZA;AV. PRAIA DE TIBAU
SANTA MARIA;56;ROCAS / PONTA NEGRA VIA COSTEIRA;AV. ENGENHEIRO ROBERTO FREIRE;RUA PRAIA DE MURIU
SANTA MARIA;56;ROCAS / PONTA NEGRA VIA COSTEIRA;AV. PRAIA DE TIBAU;AV PRAIA DE GENIPABU
SANTA MARIA;56;ROCAS / PONTA NEGRA VIA COSTEIRA;RUA PRAIA DE AREIA BRANCA;RUA PRAIA DE AREIA BRANCA
SANTA MARIA;56;ROCAS / PONTA NEGRA VIA COSTEIRA;AV PRAIA DE GENIPABU;AV. PRAIA DE TIBAU
SANTA MARIA;56;ROCAS / PONTA NEGRA VIA COSTEIRA;RUA PRAIA JARDIM DE ALA;AV. ENGENHEIRO ROBERTO FREIRE
SANTA MARIA;56;ROCAS / PONTA NEGRA VIA COSTEIRA;AV. PRAIA DE TIBAU;VIA COSTEIRA
SANTA MARIA;56;ROCAS / PONTA NEGRA VIA COSTEIRA;RUA PRAIA DE ITAMARACA;AV. PRESIDENTE CAFÉ FILHO
SANTA MARIA;56;ROCAS / PONTA NEGRA VIA COSTEIRA;RUA PRAIA DE COTOVELO;RUA PINTO MARTINS
SANTA MARIA;56;ROCAS / PONTA NEGRA VIA COSTEIRA;AV. PRAIA DE BUZIOS;RUA JOÃO OLIMPIO
SANTA MARIA;56;ROCAS / PONTA NEGRA VIA COSTEIRA;ROTA SOL;RUA MAJOR AFONSO MAGALHAES
SANTA MARIA;56;ROCAS / PONTA NEGRA VIA COSTEIRA;AV. ENGENHEIRO ROBERTO FREIRE;RUA DIONISIO FILGUEIRA
SANTA MARIA;56;ROCAS / PONTA NEGRA VIA COSTEIRA;RUA VEREADOR MANOEL SATIRO;RUA CORONEL JOAQUIM MANOEL
SANTA MARIA;56;ROCAS / PONTA NEGRA VIA COSTEIRA;RUA POETA JORGE FERNaNDES;AV. NILO PEÇANHA
SANTA MARIA;56;ROCAS / PONTA NEGRA VIA COSTEIRA;RUA LUIZ ESTEVAM;RUA TRAIRI
SANTA MARIA;56;ROCAS / PONTA NEGRA VIA COSTEIRA;RUA  MANOEL CORINGA DE MELO - RETORNO;AV. DEODORO DA FONSECA
SANTA MARIA;56;ROCAS / PONTA NEGRA VIA COSTEIRA;RUA 31 DE MARÇO;RUA APODI
SANTA MARIA;56;ROCAS / PONTA NEGRA VIA COSTEIRA;RUA NOSSA SENHORA DE FÁTIMA;RIO BRANCO
SANTA MARIA;56;ROCAS / PONTA NEGRA VIA COSTEIRA;R FLORESTA;AV. TAVARES DE LIRA
SANTA MARIA;56;ROCAS / PONTA NEGRA VIA COSTEIRA;RUA ALTO DA BOA VISTA;R JANUARIO CICCO (Terminal)
SANTA MARIA;56;ROCAS / PONTA NEGRA VIA COSTEIRA;RUA DA CAMPINA;NaN
SANTA MARIA;56;ROCAS / PONTA NEGRA VIA COSTEIRA;RUA MANOEL LELÉ;NaN
SANTA MARIA;56;ROCAS / PONTA NEGRA VIA COSTEIRA;RUA FRANCISCO SIMPLICIO;NaN
SANTA MARIA;83;FELIPE CAMARAO / P.NEGRA;RUA MARISTELA ALVES (Terminal);RUA VEREADOR MANOEL SATIRO
SANTA MARIA;83;FELIPE CAMARAO / P.NEGRA;RUA NOSSA SENHORA DO ROSARIO;RUA LUIZ ESTEVAM
SANTA MARIA;83;FELIPE CAMARAO / P.NEGRA;RUA SANTA MARIA MADALENA;RUA VEREADOR MANOEL CORINGA DE LEMOS
SANTA MARIA;83;FELIPE CAMARAO / P.NEGRA;AV NOSSA SENHORA DO LIVRAMENTO;AV ENGENHEIRO ROBERTO FREIRE
